event_id,entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint
117,SVC-0001,service_account,2026-06-01 02:03:22.654,192.243.174.234,"Pune, IN",ot/plc-gateway-1,api_key,42.434,query;read;write;export;disconnect,os=RHEL-9;fw=NA;mac=A5:67:57:B2:68:76;proto=HTTPS
118,SVC-0011,service_account,2026-06-01 02:05:24.741,2.70.113.58,"London, GB",ot/scada-hmi,cert,243.51,auth;query;read;export;disconnect,os=Ubuntu-22.04;fw=NA;mac=25:10:DC:44:D2:8D;proto=HTTPS
119,DEV-0005,edge_device,2026-06-01 02:06:54.450,170.40.218.51,"Chennai, IN",ot/plc-gateway-1,psk,19.031,read;sleep,os=RTLinux-4.4;fw=3.1.6;mac=11:EA:DF:91:B5:65;proto=MQTT
120,SVC-0001,service_account,2026-06-01 02:07:35.864,192.243.174.234,"Pune, IN",it/vpn,api_key,74.236,connect;auth;read,os=RHEL-9;fw=NA;mac=A5:67:57:B2:68:76;proto=HTTPS
121,DEV-0000,edge_device,2026-06-01 02:08:35.058,221.175.156.121,"Bengaluru, IN",ot/historian,cert,15.858,handshake;poll;report,os=Yocto-3.1;fw=3.7.7;mac=30:EE:98:F6:E0:94;proto=DNP3
122,DEV-0010,edge_device,2026-06-01 02:09:37.036,149.66.134.209,"Bengaluru, IN",ot/rtu-substation,psk,13.345,handshake;poll;read;report,os=QNX-7.0;fw=1.3.3;mac=F2:D9:60:53:C5:1F;proto=MQTT
123,SVC-0024,service_account,2026-06-01 02:12:21.998,198.169.93.111,"Houston, US",db/billing,api_key,1.0,connect;query;read;write;export;disconnect,os=Debian-12;fw=NA;mac=E1:E0:FD:5F:D9:90;proto=HTTPS
124,DEV-0009,edge_device,2026-06-01 02:14:25.992,8.181.77.55,"Hyderabad, IN",ot/plc-gateway-1,psk,41.968,handshake;poll;read,os=Yocto-3.1;fw=1.1.1;mac=5D:E9:42:89:A8:A0;proto=MQTT
125,SVC-0006,service_account,2026-06-01 02:15:34.675,106.24.19.210,"Houston, US",ot/plc-gateway-1,cert,5.895,connect;auth;query;read;write,os=Ubuntu-22.04;fw=NA;mac=74:CC:22:D6:3C:23;proto=gRPC
126,SVC-0006,service_account,2026-06-01 02:15:42.468,106.24.19.210,"Houston, US",ot/historian,cert,65.979,connect;query;export;disconnect,os=Ubuntu-22.04;fw=NA;mac=74:CC:22:D6:3C:23;proto=gRPC
127,SVC-0001,service_account,2026-06-01 02:16:14.044,192.243.174.234,"Pune, IN",ot/firmware-repo,api_key,67.03,connect;auth;query;write;export,os=RHEL-9;fw=NA;mac=A5:67:57:B2:68:76;proto=HTTPS
128,DEV-0007,edge_device,2026-06-01 02:17:45.695,221.1.11.39,"Bengaluru, IN",ot/plc-gateway-1,cert,9.571,poll;read;report;sleep,os=RTLinux-4.4;fw=2.6.6;mac=74:74:DC:62:47:5C;proto=OPC-UA
129,DEV-0002,edge_device,2026-06-01 02:17:59.774,196.36.228.143,"Bengaluru, IN",ot/plc-gateway-2,cert,27.328,poll;read;report,os=VxWorks-7;fw=1.5.6;mac=60:CA:9E:22:0A:94;proto=Modbus
130,DEV-0009,edge_device,2026-06-01 02:18:38.067,8.181.77.55,"Hyderabad, IN",ot/plc-gateway-1,psk,51.667,handshake;poll;read;report;sleep,os=Yocto-3.1;fw=1.1.1;mac=5D:E9:42:89:A8:A0;proto=MQTT
131,DEV-0004,edge_device,2026-06-01 02:18:42.675,147.186.129.57,"Delhi, IN",ot/plc-gateway-2,cert,55.305,handshake;poll;read;report,os=Yocto-3.1;fw=2.3.8;mac=F5:A9:0A:34:B4:8B;proto=OPC-UA
132,SVC-0024,service_account,2026-06-01 02:18:58.162,198.169.93.111,"Houston, US",fileshare/finance,api_key,231.794,auth;query;write;disconnect,os=Debian-12;fw=NA;mac=E1:E0:FD:5F:D9:90;proto=HTTPS
133,DEV-0000,edge_device,2026-06-01 02:21:21.296,221.175.156.121,"Bengaluru, IN",ot/plc-gateway-1,cert,1.0,handshake;poll;read;report;sleep,os=Yocto-3.1;fw=3.7.7;mac=30:EE:98:F6:E0:94;proto=DNP3
134,SVC-0007,service_account,2026-06-01 02:21:48.537,201.212.50.173,"Delhi, IN",ot/plc-gateway-2,api_key,251.534,query;read;write;export;disconnect,os=RHEL-9;fw=NA;mac=EE:4A:FB:A1:11:F0;proto=AMQP
135,SVC-0016,service_account,2026-06-01 02:22:11.864,212.76.28.225,"Hyderabad, IN",it/email,cert,10.731,connect;auth;query;write;disconnect,os=Debian-12;fw=NA;mac=D6:E3:18:78:D4:79;proto=HTTPS
136,SVC-0013,service_account,2026-06-01 02:22:51.917,164.215.28.54,"Bengaluru, IN",ot/historian,api_key,197.78,auth;read;disconnect,os=Debian-12;fw=NA;mac=23:FC:A7:2D:72:EA;proto=AMQP
137,SVC-0011,service_account,2026-06-01 02:23:09.775,2.70.113.58,"London, GB",ot/plc-gateway-2,cert,208.496,query;read;write;export,os=Ubuntu-22.04;fw=NA;mac=25:10:DC:44:D2:8D;proto=HTTPS
138,DEV-0006,edge_device,2026-06-01 02:24:46.771,143.248.75.145,"Delhi, IN",ot/plc-gateway-2,psk,55.128,handshake;poll;read,os=Yocto-3.1;fw=1.6.7;mac=B5:8A:D4:20:F9:9E;proto=Modbus
139,SVC-0007,service_account,2026-06-01 02:24:50.371,201.212.50.173,"Delhi, IN",code/repo,api_key,289.628,connect;auth;read,os=RHEL-9;fw=NA;mac=EE:4A:FB:A1:11:F0;proto=AMQP
140,SVC-0005,service_account,2026-06-01 02:28:09.659,148.27.150.166,"Phoenix, US",it/email,api_key,123.589,auth;query;read;write;export;disconnect,os=RHEL-9;fw=NA;mac=74:B3:3D:9B:A5:A2;proto=gRPC
141,DEV-0009,edge_device,2026-06-01 02:29:20.420,8.181.77.55,"Hyderabad, IN",ot/plc-gateway-1,psk,32.541,handshake;poll;read,os=Yocto-3.1;fw=1.1.1;mac=5D:E9:42:89:A8:A0;proto=MQTT
142,DEV-0000,edge_device,2026-06-01 02:30:17.807,221.175.156.121,"Bengaluru, IN",ot/plc-gateway-1,cert,1.0,handshake;poll;read;report;sleep,os=Yocto-3.1;fw=3.7.7;mac=30:EE:98:F6:E0:94;proto=DNP3
143,DEV-0010,edge_device,2026-06-01 02:30:55.864,149.66.134.209,"Bengaluru, IN",auth/login,psk,0.0,,os=QNX-7.0;fw=1.3.3;mac=F2:D9:60:53:C5:1F;proto=MQTT
144,SVC-0022,service_account,2026-06-01 02:30:57.643,49.181.32.252,"Singapore, SG",db/customers,cert,184.846,read;disconnect,os=Debian-12;fw=NA;mac=DC:36:C7:90:C2:C1;proto=gRPC
145,SVC-0004,service_account,2026-06-01 02:32:10.450,186.31.179.167,"Dubai, AE",fileshare/hr,cert,149.857,connect;auth;query,os=Ubuntu-22.04;fw=NA;mac=DB:8B:B4:7D:71:A1;proto=HTTPS
146,DEV-0008,edge_device,2026-06-01 02:32:11.103,203.5.228.214,"Delhi, IN",ot/plc-gateway-2,psk,67.42,handshake;poll;sleep,os=Yocto-3.1;fw=1.2.1;mac=34:48:F9:D1:37:62;proto=DNP3
147,DEV-0011,edge_device,2026-06-01 02:35:19.562,163.248.126.54,"Bengaluru, IN",ot/edge-broker,psk,31.601,handshake;poll;read,os=VxWorks-7;fw=3.1.6;mac=C3:30:D2:1B:96:7F;proto=DNP3
148,DEV-0011,edge_device,2026-06-01 02:35:32.982,163.248.126.54,"Bengaluru, IN",ot/scada-hmi,psk,30.708,handshake;poll;read;report,os=VxWorks-7;fw=3.1.6;mac=C3:30:D2:1B:96:7F;proto=DNP3
149,SVC-0020,service_account,2026-06-01 02:35:53.945,48.229.28.185,"Dubai, AE",ot/rtu-substation,cert,276.88,connect;read;write;export;disconnect,os=Debian-12;fw=NA;mac=78:20:A7:52:37:31;proto=gRPC
150,DEV-0011,edge_device,2026-06-01 02:36:55.763,163.248.126.54,"Bengaluru, IN",ot/scada-hmi,psk,25.267,handshake;poll;read;report,os=VxWorks-7;fw=3.1.6;mac=C3:30:D2:1B:96:7F;proto=DNP3
151,DEV-0011,edge_device,2026-06-01 02:37:21.731,163.248.126.54,"Bengaluru, IN",ot/edge-broker,psk,29.412,poll;read;report;sleep,os=VxWorks-7;fw=3.1.6;mac=C3:30:D2:1B:96:7F;proto=DNP3
152,DEV-0014,edge_device,2026-06-01 02:38:28.468,93.117.155.181,"Hyderabad, IN",ot/edge-broker,psk,9.519,handshake;poll;read,os=VxWorks-7;fw=3.3.4;mac=BC:7D:75:88:37:99;proto=Modbus
153,SVC-0022,service_account,2026-06-01 02:38:59.657,49.181.32.252,"Singapore, SG",db/customers,cert,186.46,connect;auth;query,os=Debian-12;fw=NA;mac=DC:36:C7:90:C2:C1;proto=gRPC
154,DEV-0001,edge_device,2026-06-01 02:40:01.388,210.104.101.204,"Bengaluru, IN",ot/historian,cert,25.752,handshake;poll;read;report;sleep,os=QNX-7.0;fw=3.3.1;mac=20:1E:E1:CB:38:D6;proto=OPC-UA
155,DEV-0004,edge_device,2026-06-01 02:40:03.814,147.186.129.57,"Hyderabad, IN",ot/firmware-repo,cert,56.165,handshake;poll;read;report;sleep,os=Yocto-3.1;fw=2.3.8;mac=F5:A9:0A:34:B4:8B;proto=OPC-UA
156,DEV-0006,edge_device,2026-06-01 02:41:00.656,143.248.75.145,"Delhi, IN",ot/scada-hmi,psk,56.982,poll;report,os=Yocto-3.1;fw=1.6.7;mac=B5:8A:D4:20:F9:9E;proto=Modbus
157,SVC-0018,service_account,2026-06-01 02:42:19.982,206.45.196.230,"Houston, US",db/customers,api_key,238.515,connect;auth;query;read;export,os=Debian-12;fw=NA;mac=08:ED:B3:19:C0:1B;proto=AMQP
158,SVC-0024,service_account,2026-06-01 02:42:49.152,198.169.93.111,"Houston, US",fileshare/finance,api_key,1.0,connect;auth;query;read;write,os=Debian-12;fw=NA;mac=E1:E0:FD:5F:D9:90;proto=HTTPS
159,SVC-0023,service_account,2026-06-01 02:44:17.795,72.95.89.104,"Houston, US",ot/scada-hmi,cert,1.0,connect;auth;query;read,os=RHEL-9;fw=NA;mac=01:9D:09:EF:AE:E9;proto=AMQP
160,SVC-0017,service_account,2026-06-01 02:45:20.186,134.217.173.106,"Chennai, IN",it/email,api_key,217.327,connect;auth;read;write,os=Ubuntu-22.04;fw=NA;mac=34:1A:6C:85:2D:13;proto=gRPC
161,SVC-0019,service_account,2026-06-01 02:45:30.553,186.248.224.21,"Berlin, DE",it/wiki,cert,109.605,connect;auth;query;read;write,os=RHEL-9;fw=NA;mac=52:77:F2:16:93:EA;proto=HTTPS
162,SVC-0005,service_account,2026-06-01 02:45:51.460,148.27.150.166,"Phoenix, US",ot/edge-broker,api_key,60.736,query;read;export;disconnect,os=RHEL-9;fw=NA;mac=74:B3:3D:9B:A5:A2;proto=gRPC
163,DEV-0005,edge_device,2026-06-01 02:45:53.281,170.40.218.51,"Chennai, IN",ot/rtu-substation,psk,22.234,handshake;poll;read,os=RTLinux-4.4;fw=3.1.6;mac=11:EA:DF:91:B5:65;proto=MQTT
164,SVC-0000,service_account,2026-06-01 02:46:15.782,68.89.120.132,"Pune, IN",ot/rtu-substation,api_key,77.346,auth;query;write;export,os=Ubuntu-22.04;fw=NA;mac=73:88:C0:A8:2C:4D;proto=AMQP
165,SVC-0006,service_account,2026-06-01 02:48:54.816,106.24.19.210,"Houston, US",ot/scada-hmi,cert,35.237,connect;auth;query,os=Ubuntu-22.04;fw=NA;mac=74:CC:22:D6:3C:23;proto=gRPC
166,DEV-0006,edge_device,2026-06-01 02:48:57.269,143.248.75.145,"Delhi, IN",ot/plc-gateway-2,psk,59.659,poll;read;report,os=Yocto-3.1;fw=1.6.7;mac=B5:8A:D4:20:F9:9E;proto=Modbus
167,DEV-0003,edge_device,2026-06-01 02:49:00.882,180.189.47.46,"Hyderabad, IN",ot/plc-gateway-2,psk,46.005,handshake;read;report;sleep,os=Yocto-3.1;fw=2.8.1;mac=39:CF:6A:F9:3E:14;proto=OPC-UA
168,SVC-0007,service_account,2026-06-01 02:49:08.111,201.212.50.173,"Delhi, IN",fileshare/hr,api_key,151.18,connect;auth;query;read;write;export,os=RHEL-9;fw=NA;mac=EE:4A:FB:A1:11:F0;proto=AMQP
169,DEV-0010,edge_device,2026-06-01 02:49:16.016,149.66.134.209,"Bengaluru, IN",ot/rtu-substation,psk,20.316,read;report;sleep,os=QNX-7.0;fw=1.3.3;mac=F2:D9:60:53:C5:1F;proto=MQTT
170,DEV-0004,edge_device,2026-06-01 02:50:19.707,147.186.129.57,"Hyderabad, IN",auth/login,cert,0.0,,os=Yocto-3.1;fw=2.3.8;mac=F5:A9:0A:34:B4:8B;proto=OPC-UA
171,DEV-0000,edge_device,2026-06-01 02:50:31.874,221.175.156.121,"Bengaluru, IN",ot/plc-gateway-1,cert,1.0,handshake;poll;read;report;sleep,os=Yocto-3.1;fw=3.7.7;mac=30:EE:98:F6:E0:94;proto=DNP3
172,SVC-0005,service_account,2026-06-01 02:50:34.021,148.27.150.166,"Phoenix, US",ot/historian,api_key,65.26,connect;auth;query;read;write;export;disconnect,os=RHEL-9;fw=NA;mac=74:B3:3D:9B:A5:A2;proto=gRPC
173,SVC-0019,service_account,2026-06-01 02:51:06.225,186.248.224.21,"Berlin, DE",fileshare/hr,cert,38.789,connect;read;write;export;disconnect,os=RHEL-9;fw=NA;mac=52:77:F2:16:93:EA;proto=HTTPS
174,DEV-0010,edge_device,2026-06-01 02:51:18.864,149.66.134.209,"Bengaluru, IN",ot/rtu-substation,psk,4.589,handshake;poll;read;report;sleep,os=QNX-7.0;fw=1.3.3;mac=F2:D9:60:53:C5:1F;proto=MQTT
175,SVC-0014,service_account,2026-06-01 02:51:49.646,198.130.0.177,"Tokyo, JP",fileshare/finance,api_key,86.572,connect;auth;write;export,os=Ubuntu-22.04;fw=NA;mac=BE:8D:62:D4:5E:B5;proto=gRPC
176,DEV-0010,edge_device,2026-06-01 02:52:18.497,149.66.134.209,"Bengaluru, IN",ot/plc-gateway-2,psk,5.398,handshake;poll;read;report,os=QNX-7.0;fw=1.3.3;mac=F2:D9:60:53:C5:1F;proto=MQTT
177,DEV-0011,edge_device,2026-06-01 02:53:35.993,163.248.126.54,"Bengaluru, IN",ot/scada-hmi,psk,37.483,handshake;poll;read;report;sleep,os=VxWorks-7;fw=3.1.6;mac=C3:30:D2:1B:96:7F;proto=DNP3
178,SVC-0007,service_account,2026-06-01 02:54:02.784,201.212.50.173,"Delhi, IN",ot/rtu-substation,api_key,270.578,connect;auth;query,os=RHEL-9;fw=NA;mac=EE:4A:FB:A1:11:F0;proto=AMQP
179,SVC-0024,service_account,2026-06-01 02:54:09.187,198.169.93.111,"Houston, US",ot/edge-broker,api_key,1.0,connect;auth;query;read;write;export,os=Debian-12;fw=NA;mac=E1:E0:FD:5F:D9:90;proto=HTTPS
180,SVC-0006,service_account,2026-06-01 02:58:53.861,106.24.19.210,"Houston, US",ot/plc-gateway-1,cert,88.087,connect;read;write;disconnect,os=Ubuntu-22.04;fw=NA;mac=74:CC:22:D6:3C:23;proto=gRPC
181,SVC-0011,service_account,2026-06-01 02:58:55.810,2.70.113.58,"London, GB",db/customers,cert,235.785,connect;auth;query,os=Ubuntu-22.04;fw=NA;mac=25:10:DC:44:D2:8D;proto=HTTPS
182,DEV-0013,edge_device,2026-06-01 02:59:09.415,167.135.242.66,"Bengaluru, IN",ot/scada-hmi,psk,7.473,poll;read;report;sleep,os=RTLinux-4.4;fw=3.5.6;mac=E7:6D:74:A3:31:DB;proto=DNP3
183,SVC-0001,service_account,2026-06-01 02:59:21.195,192.243.174.234,"Pune, IN",ot/firmware-repo,api_key,79.03,connect;read;write;export,os=RHEL-9;fw=NA;mac=A5:67:57:B2:68:76;proto=HTTPS
184,DEV-0007,edge_device,2026-06-01 03:00:01.565,221.1.11.39,"Bengaluru, IN",ot/firmware-repo,cert,9.134,handshake;poll;report;sleep,os=RTLinux-4.4;fw=2.6.6;mac=74:74:DC:62:47:5C;proto=OPC-UA
185,SVC-0018,service_account,2026-06-01 03:00:34.170,206.45.196.230,"Houston, US",code/repo,api_key,219.091,auth;export;disconnect,os=Debian-12;fw=NA;mac=08:ED:B3:19:C0:1B;proto=AMQP
186,DEV-0005,edge_device,2026-06-01 03:02:00.524,170.40.218.51,"Chennai, IN",ot/scada-hmi,psk,22.973,handshake;poll;read,os=RTLinux-4.4;fw=3.1.6;mac=11:EA:DF:91:B5:65;proto=MQTT
187,SVC-0001,service_account,2026-06-01 03:02:52.854,192.243.174.234,"Pune, IN",ot/firmware-repo,api_key,52.021,connect;auth;read,os=RHEL-9;fw=NA;mac=A5:67:57:B2:68:76;proto=HTTPS
188,SVC-0007,service_account,2026-06-01 03:03:10.691,201.212.50.173,"Delhi, IN",it/wiki,api_key,227.289,connect;auth;query;read,os=RHEL-9;fw=NA;mac=EE:4A:FB:A1:11:F0;proto=AMQP
189,SVC-0006,service_account,2026-06-01 03:04:26.441,106.24.19.210,"Houston, US",ot/scada-hmi,cert,53.932,auth;query;read;write;export,os=Ubuntu-22.04;fw=NA;mac=74:CC:22:D6:3C:23;proto=gRPC
190,DEV-0009,edge_device,2026-06-01 03:05:30.716,8.181.77.55,"Hyderabad, IN",ot/historian,psk,15.316,connect;read;compress;scp_out;curl_ext;dns_tunnel,os=Yocto-3.1;fw=1.1.1;mac=5D:E9:42:89:A8:A0;proto=MQTT
191,SVC-0018,service_account,2026-06-01 03:06:01.592,206.45.196.230,"Houston, US",ot/rtu-substation,api_key,199.578,connect;export;disconnect,os=Debian-12;fw=NA;mac=08:ED:B3:19:C0:1B;proto=AMQP
192,DEV-0003,edge_device,2026-06-01 03:06:16.289,180.189.47.46,"Bengaluru, IN",ot/firmware-repo,psk,54.79,handshake;read;report;sleep,os=Yocto-3.1;fw=2.8.1;mac=39:CF:6A:F9:3E:14;proto=OPC-UA
193,SVC-0019,service_account,2026-06-01 03:06:33.320,186.248.224.21,"Berlin, DE",it/wiki,cert,21.867,connect;auth;read;write,os=RHEL-9;fw=NA;mac=52:77:F2:16:93:EA;proto=HTTPS
194,SVC-0022,service_account,2026-06-01 03:06:43.390,49.181.32.252,"Singapore, SG",db/customers,cert,380.97,connect;auth;query,os=Debian-12;fw=NA;mac=DC:36:C7:90:C2:C1;proto=gRPC
195,DEV-0013,edge_device,2026-06-01 03:08:07.227,167.135.242.66,"Bengaluru, IN",ot/rtu-substation,psk,41.345,handshake;poll;report;sleep,os=RTLinux-4.4;fw=3.5.6;mac=E7:6D:74:A3:31:DB;proto=DNP3
196,DEV-0002,edge_device,2026-06-01 03:08:16.004,196.36.228.143,"Bengaluru, IN",ot/firmware-repo,cert,39.419,handshake;read;report;sleep,os=VxWorks-7;fw=1.5.6;mac=60:CA:9E:22:0A:94;proto=Modbus
197,DEV-0009,edge_device,2026-06-01 03:08:34.096,8.181.77.55,"Hyderabad, IN",ot/plc-gateway-1,psk,55.995,handshake;poll;read;report;sleep,os=Yocto-3.1;fw=1.1.1;mac=5D:E9:42:89:A8:A0;proto=MQTT
198,DEV-0004,edge_device,2026-06-01 03:09:44.272,147.186.129.57,"Hyderabad, IN",ot/firmware-repo,cert,57.539,handshake;poll;read;report,os=Yocto-3.1;fw=2.3.8;mac=F5:A9:0A:34:B4:8B;proto=OPC-UA
199,DEV-0014,edge_device,2026-06-01 03:10:23.897,93.117.155.181,"Hyderabad, IN",ot/edge-broker,psk,17.006,handshake;read;report;sleep,os=VxWorks-7;fw=3.3.4;mac=BC:7D:75:88:37:99;proto=Modbus
200,SVC-0022,service_account,2026-06-01 03:10:49.623,49.181.32.252,"Singapore, SG",db/customers,cert,283.12,connect;auth;query;read;write;export;disconnect,os=Debian-12;fw=NA;mac=DC:36:C7:90:C2:C1;proto=gRPC
201,DEV-0014,edge_device,2026-06-01 03:11:15.674,93.117.155.181,"Hyderabad, IN",ot/firmware-repo,psk,11.283,handshake;poll;read;report;sleep,os=VxWorks-7;fw=3.3.4;mac=BC:7D:75:88:37:99;proto=Modbus
202,SVC-0013,service_account,2026-06-01 03:12:42.533,164.215.28.54,"Bengaluru, IN",ot/historian,api_key,282.503,connect;auth;write;disconnect,os=Debian-12;fw=NA;mac=23:FC:A7:2D:72:EA;proto=AMQP
203,DEV-0002,edge_device,2026-06-01 03:13:54.893,196.36.228.143,"Bengaluru, IN",ot/historian,cert,31.403,handshake;poll;read,os=VxWorks-7;fw=1.5.6;mac=60:CA:9E:22:0A:94;proto=Modbus
204,SVC-0024,service_account,2026-06-01 03:14:21.703,198.169.93.111,"Phoenix, US",ot/edge-broker,api_key,47.736,auth;query;read;write;disconnect,os=Debian-12;fw=NA;mac=E1:E0:FD:5F:D9:90;proto=HTTPS
205,SVC-0011,service_account,2026-06-01 03:16:19.505,2.70.113.58,"London, GB",db/customers,cert,247.547,connect;auth;query;read;write;export;disconnect,os=Ubuntu-22.04;fw=NA;mac=25:10:DC:44:D2:8D;proto=HTTPS
206,SVC-0011,service_account,2026-06-01 03:17:11.006,2.70.113.58,"London, GB",db/customers,cert,252.286,auth;query;read;write;export;disconnect,os=Ubuntu-22.04;fw=NA;mac=25:10:DC:44:D2:8D;proto=HTTPS
207,DEV-0004,edge_device,2026-06-01 03:17:18.407,147.186.129.57,"Hyderabad, IN",ot/plc-gateway-2,cert,54.807,handshake;poll;read;report,os=Yocto-3.1;fw=2.3.8;mac=F5:A9:0A:34:B4:8B;proto=OPC-UA
208,SVC-0023,service_account,2026-06-01 03:17:41.532,72.95.89.104,"Houston, US",ot/rtu-substation,cert,1.059,auth;read;write;export;disconnect,os=RHEL-9;fw=NA;mac=01:9D:09:EF:AE:E9;proto=AMQP
209,DEV-0013,edge_device,2026-06-01 03:18:23.255,167.135.242.66,"Bengaluru, IN",ot/rtu-substation,psk,12.476,poll;read;report,os=RTLinux-4.4;fw=3.5.6;mac=E7:6D:74:A3:31:DB;proto=DNP3
210,DEV-0014,edge_device,2026-06-01 03:19:39.973,93.117.155.181,"Hyderabad, IN",ot/plc-gateway-2,psk,1.0,poll;read;report;sleep,os=VxWorks-7;fw=3.3.4;mac=BC:7D:75:88:37:99;proto=Modbus
211,SVC-0020,service_account,2026-06-01 03:20:28.835,48.229.28.185,"Dubai, AE",ot/scada-hmi,cert,317.89,connect;auth;query;write;export,os=Debian-12;fw=NA;mac=78:20:A7:52:37:31;proto=gRPC
212,DEV-0004,edge_device,2026-06-01 03:21:44.842,147.186.129.57,"Hyderabad, IN",ot/firmware-repo,cert,52.626,handshake;read;report,os=Yocto-3.1;fw=2.3.8;mac=F5:A9:0A:34:B4:8B;proto=OPC-UA
213,SVC-0004,service_account,2026-06-01 03:21:55.702,186.31.179.167,"Dubai, AE",fileshare/hr,cert,232.345,connect;auth;query,os=Ubuntu-22.04;fw=NA;mac=DB:8B:B4:7D:71:A1;proto=HTTPS
214,SVC-0001,service_account,2026-06-01 03:22:13.545,192.243.174.234,"Pune, IN",cloud/s3-backups,api_key,70.961,connect;auth;query,os=RHEL-9;fw=NA;mac=A5:67:57:B2:68:76;proto=HTTPS
215,SVC-0014,service_account,2026-06-01 03:23:33.711,198.130.0.177,"Tokyo, JP",it/wiki,api_key,38.357,connect;auth;read;write;disconnect,os=Ubuntu-22.04;fw=NA;mac=BE:8D:62:D4:5E:B5;proto=gRPC
216,DEV-0008,edge_device,2026-06-01 03:24:09.546,203.5.228.214,"Delhi, IN",ot/plc-gateway-1,psk,45.724,handshake;poll;read;report;sleep,os=Yocto-3.1;fw=1.2.1;mac=34:48:F9:D1:37:62;proto=DNP3
217,DEV-0014,edge_device,2026-06-01 03:25:33.695,93.117.155.181,"Chennai, IN",ot/plc-gateway-2,psk,2.378,handshake;read;report;sleep,os=VxWorks-7;fw=3.3.4;mac=BC:7D:75:88:37:99;proto=Modbus
218,SVC-0013,service_account,2026-06-01 03:25:44.372,164.215.28.54,"Bengaluru, IN",code/repo,api_key,351.632,connect;auth;query;read;write;export;disconnect,os=Debian-12;fw=NA;mac=23:FC:A7:2D:72:EA;proto=AMQP
219,SVC-0013,service_account,2026-06-01 03:27:01.064,164.215.28.54,"Bengaluru, IN",ot/rtu-substation,api_key,208.229,connect;auth;read,os=Debian-12;fw=NA;mac=23:FC:A7:2D:72:EA;proto=AMQP
220,SVC-0016,service_account,2026-06-01 03:27:05.832,212.76.28.225,"Hyderabad, IN",code/repo,cert,32.958,connect;auth;query;read;write;export,os=Debian-12;fw=NA;mac=D6:E3:18:78:D4:79;proto=HTTPS
221,DEV-0011,edge_device,2026-06-01 03:27:10.634,163.248.126.54,"Bengaluru, IN",ot/edge-broker,psk,30.672,handshake;poll;read,os=VxWorks-7;fw=3.1.6;mac=C3:30:D2:1B:96:7F;proto=DNP3
222,SVC-0014,service_account,2026-06-01 03:28:54.946,198.130.0.177,"Tokyo, JP",ot/scada-hmi,api_key,50.249,connect;auth;query;read;disconnect,os=Ubuntu-22.04;fw=NA;mac=BE:8D:62:D4:5E:B5;proto=gRPC
223,DEV-0009,edge_device,2026-06-01 03:30:22.168,8.181.77.55,"Hyderabad, IN",ot/plc-gateway-2,psk,44.662,handshake;poll;read;report,os=Yocto-3.1;fw=1.1.1;mac=5D:E9:42:89:A8:A0;proto=MQTT
224,SVC-0016,service_account,2026-06-01 03:30:46.862,212.76.28.225,"Hyderabad, IN",ot/scada-hmi,cert,47.234,connect;auth;read,os=Debian-12;fw=NA;mac=D6:E3:18:78:D4:79;proto=HTTPS
225,SVC-0023,service_account,2026-06-01 03:31:48.409,72.95.89.104,"Houston, US",it/email,cert,80.129,query;read;write;export,os=RHEL-9;fw=NA;mac=01:9D:09:EF:AE:E9;proto=AMQP
226,DEV-0008,edge_device,2026-06-01 03:33:07.265,203.5.228.214,"Delhi, IN",ot/firmware-repo,psk,37.642,handshake;poll;read,os=Yocto-3.1;fw=1.2.1;mac=34:48:F9:D1:37:62;proto=DNP3
227,SVC-0005,service_account,2026-06-01 03:33:11.441,148.27.150.166,"Phoenix, US",it/email,api_key,163.723,connect;auth;query,os=RHEL-9;fw=NA;mac=74:B3:3D:9B:A5:A2;proto=gRPC
228,DEV-0007,edge_device,2026-06-01 03:33:29.193,221.1.11.39,"Bengaluru, IN",ot/historian,cert,14.602,handshake;poll;read;report,os=RTLinux-4.4;fw=2.6.6;mac=74:74:DC:62:47:5C;proto=OPC-UA
229,DEV-0008,edge_device,2026-06-01 03:33:52.098,203.5.228.214,"Chennai, IN",ot/plc-gateway-1,psk,76.404,handshake;poll;read;sleep,os=Yocto-3.1;fw=1.2.1;mac=34:48:F9:D1:37:62;proto=DNP3
230,SVC-0001,service_account,2026-06-01 03:34:15.003,192.243.174.234,"Pune, IN",ot/firmware-repo,api_key,84.087,connect;auth;query,os=RHEL-9;fw=NA;mac=A5:67:57:B2:68:76;proto=HTTPS
231,SVC-0019,service_account,2026-06-01 03:34:56.861,186.248.224.21,"Berlin, DE",ot/scada-hmi,cert,32.793,connect;auth;read;write;export;disconnect,os=RHEL-9;fw=NA;mac=52:77:F2:16:93:EA;proto=HTTPS
232,SVC-0018,service_account,2026-06-01 03:35:32.355,206.45.196.230,"New York, US",ot/rtu-substation,api_key,188.536,connect;auth;query;read;write;export;disconnect,os=Debian-12;fw=NA;mac=08:ED:B3:19:C0:1B;proto=AMQP
233,SVC-0005,service_account,2026-06-01 03:37:24.157,148.27.150.166,"Phoenix, US",auth/login,api_key,0.0,,os=RHEL-9;fw=NA;mac=74:B3:3D:9B:A5:A2;proto=gRPC
234,DEV-0012,edge_device,2026-06-01 03:39:25.317,134.235.9.233,"Hyderabad, IN",ot/historian,cert,49.088,handshake;report;sleep,os=RTLinux-4.4;fw=2.8.0;mac=97:3D:3A:B8:A3:9C;proto=MQTT
